, where, what, value
423, GPU[5].SA[13].CU[1], inst_count, 0.000000000000
424, GPU[5].SA[13].CU[2], inst_count, 0.000000000000
425, GPU[5].SA[13].CU[3], inst_count, 0.000000000000
426, GPU[5].SA[14].CU[0], inst_count, 0.000000000000
427, GPU[5].SA[14].CU[1], inst_count, 0.000000000000
428, GPU[5].SA[14].CU[2], inst_count, 0.000000000000
429, GPU[5].SA[14].CU[3], inst_count, 0.000000000000
430, GPU[5].SA[15].CU[0], inst_count, 0.000000000000
431, GPU[5].SA[15].CU[1], inst_count, 0.000000000000
432, GPU[5].SA[15].CU[2], inst_count, 0.000000000000
433, GPU[5].SA[15].CU[3], inst_count, 0.000000000000
434, GPU[6].SA[0].CU[0], inst_count, 0.000000000000
435, GPU[6].SA[0].CU[1], inst_count, 0.000000000000
436, GPU[6].SA[0].CU[2], inst_count, 0.000000000000
437, GPU[6].SA[0].CU[3], inst_count, 0.000000000000
438, GPU[6].SA[1].CU[0], inst_count, 0.000000000000
439, GPU[6].SA[1].CU[1], inst_count, 0.000000000000
440, GPU[6].SA[1].CU[2], inst_count, 0.000000000000
441, GPU[6].SA[1].CU[3], inst_count, 0.000000000000
442, GPU[6].SA[2].CU[0], inst_count, 0.000000000000
443, GPU[6].SA[2].CU[1], inst_count, 0.000000000000
